1 78.100000 98.580800 4
1 17.590000 94.055900 4
1 32.230000 95.081000 1
2 89.770000 23.537100 1
1 51.740000 70.910600 2
2 90.280000 11.602500 2
1 32.140000 67.163800 1
1 70.500000 95.073200 2
1 49.740000 74.619700 2
1 6.060000 73.148200 2
1 5.330000 68.346900 1
2 41.300000 40.062300 1
2 99.650000 46.858700 4
1 19.140000 78.968700 1
2 65.740000 12.311400 2
1 3.080000 66.208300 1
1 44.660000 80.014600 1
2 25.910000 11.515400 1
1 55.580000 66.341400 3
1 10.200000 82.273600 1
1 60.030000 76.735900 2
1 64.730000 93.723600 2
1 61.310000 74.267100 1
1 46.820000 55.218900 1
2 39.340000 16.701600 1
1 42.700000 59.962800 2
1 66.760000 82.528500 1
1 32.010000 71.632300 1
1 11.490000 58.093400 1
1 50.390000 75.824900 1
1 29.570000 70.980200 1
1 12.430000 54.646600 1
1 5.820000 61.714600 1
1 34.620000 99.790900 2
2 50.400000 41.683800 1
1 16.340000 50.853100 1
1 12.020000 75.421500 1
2 85.350000 33.428000 1
2 93.070000 6.493900 2
1 7.260000 84.722300 1
2 47.930000 19.138700 2
2 39.780000 27.260000 1
2 12.730000 8.896700 1
1 8.430000 53.800500 1
1 51.070000 61.745400 2
2 94.340000 24.910100 2
1 32.930000 53.316800 1
1 7.630000 76.181200 1
2 48.390000 39.244400 2
2 70.630000 49.883500 2
1 63.390000 68.346600 2
2 83.570000 48.836900 2
2 81.900000 28.441500 2
1 68.760000 69.713700 2
2 57.520000 10.534400 1
1 37.780000 94.403600 1
2 86.030000 25.840900 2
2 92.010000 27.059800 2
1 22.530000 51.932300 1
2 32.210000 12.437500 1
2 56.430000 5.254400 2
2 66.940000 37.886200 2
2 62.820000 48.970600 2
2 75.250000 14.415300 2
1 35.780000 69.057000 2
2 93.060000 0.323700 2
1 22.680000 83.385700 1
2 90.110000 32.732300 2
1 19.580000 94.152400 1
1 61.250000 80.390700 2
2 22.020000 4.221600 1
1 66.720000 75.733300 2
1 33.000000 90.456900 2
1 6.120000 61.626300 1
1 6.270000 88.046500 1
2 84.290000 4.284000 2
1 34.090000 55.501600 1
2 29.630000 24.791400 1
1 62.850000 92.557800 2
2 95.530000 27.552700 2
1 53.870000 58.437700 1
1 50.590000 70.604200 1
1 32.360000 62.946300 1
2 89.420000 48.983200 2
2 78.030000 28.983000 2
1 29.210000 50.334500 1
1 53.380000 98.734600 2
1 62.350000 66.874400 2
1 54.250000 99.195600 2
2 61.420000 49.955400 2
1 51.240000 65.962500 1
2 80.580000 5.826500 2
1 10.160000 98.402200 1
1 11.680000 55.978900 2
1 47.170000 78.401600 2
1 54.480000 97.452200 1
2 74.030000 49.488500 2
1 34.970000 98.076600 1
1 80.880000 81.957200 2
1 13.860000 67.550600 1
1 78.100000 98.580800 2
1 17.590000 94.055900 1
1 32.230000 95.081000 1
2 89.770000 23.537100 2
1 51.740000 70.910600 1
2 90.280000 11.602500 2
1 32.140000 67.163800 1
1 70.500000 95.073200 2
1 49.740000 74.619700 1
1 6.060000 73.148200 1
1 5.330000 68.346900 1
2 41.300000 40.062300 1
2 99.650000 46.858700 2
1 19.140000 78.968700 1
2 65.740000 12.311400 2
1 3.080000 66.208300 1
1 44.660000 80.014600 1
2 25.910000 11.515400 1
1 55.580000 66.341400 1
1 10.200000 82.273600 1
1 60.030000 76.735900 1
1 64.730000 93.723600 2
1 61.310000 74.267100 2
1 46.820000 55.218900 1
2 39.340000 16.701600 1
1 42.700000 59.962800 1
1 66.760000 82.528500 1
1 32.010000 71.632300 1
1 11.490000 58.093400 1
1 50.390000 75.824900 1
1 29.570000 70.980200 1
1 12.430000 54.646600 1
1 5.820000 61.714600 1
1 34.620000 99.790900 1
2 50.400000 41.683800 1
1 16.340000 50.853100 1
1 12.020000 75.421500 1
2 85.350000 33.428000 2
2 93.070000 6.493900 2
1 7.260000 84.722300 3
2 47.930000 19.138700 1
2 39.780000 27.260000 1
2 12.730000 8.896700 1
1 8.430000 53.800500 1
1 51.070000 61.745400 2
2 94.340000 24.910100 2
1 32.930000 53.316800 1
