  -0.96319    0.26883   52.32483 
  -0.89871    0.43855   36.12460 
  -0.99806    0.06222   65.37494 
  -0.94641    0.32298   42.65067 
  -0.83084    0.55651   15.99585 
  -0.93271    0.36062   39.32497 
  -0.98867    0.15009   34.98892 
  -0.96105    0.27637   20.08428 
